- - - - - Stimulant laxatives;114;18
- - - - - Sulfonamides;115;18
- - - - - Tetracyclines;116;18
- - - - - Therapeutic gases;117;18
- - - - - Thrombolytic drug;118;18
- - - - - Thyroid hormones and substitutes;119;18
- - - - - Topical corticosteroid preparations;120;18
- - - - - Unspecified agents primarily affecting the gastrointestinal system;121;18
- - - - - Unspecified anesthetic;122;18
- - - - - Unspecified general anesthetics;123;18
- - - - - Unspecified systemic anti-infective and antiparasitics;124;18
- - - - - Unspecified topical agent;125;18
- - - - - Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations;126;18
- - - - - Vitamins, not elsewhere classified;127;18
- - - - - X-ray contrast media;128;18
- - - - 4-Aminophenol derivatives;129;18
- - - - Agents primarily acting on smooth and skeletal muscles and the respiratory system;130;18
- - - - Agents primarily affecting blood constituents;131;18
- - - - Agents primarily affecting the cardiovascular system;132;18
- - - - Agents primarily affecting the gastrointestinal system;133;18
- - - - Agents primarily affecting water-balance and mineral and uric acid metabolism;134;18
- - - - Anaesthetics and therapeutic gases;135;18
- - - - Analeptics;136;18
- - - - Antiparkinsonism drugs and other central muscle-tone depressants, not elsewhere classified;137;18
- - - - Antirheumatics, not elsewhere classified;138;18
- - - - Antispasticity drugs;139;18
- - - - Aspirin;140;18
- - - - Butyrophenone and thiothixene neuroleptics;141;18
"- - - - Cathinone (main active agent in Khat; benzoylethanamine)";142;18
- - - - Contact allergens in clothing or footwear;143;18
- - - - Contact allergens in cosmetics;144;18
- - - - Contact allergens in dental materials;145;18
- - - - Contact allergens in food flavours or additives;146;18
- - - - Contact allergens in fragrances;147;18
- - - - Contact allergens in hairdressing products;148;18
- - - - Contact allergens in industrial biocides, cutting oils or disinfectants;149;18
- - - - Contact allergens in metals or metal salts;150;18
- - - - Contact allergens in plants or other organic matter;151;18
- - - - Contact allergens in plastics, glues or resin systems;152;18
- - - - Contact allergens in preservatives or biocides;153;18
- - - - Contact allergens in rubber chemicals;154;18
- - - - Contact allergens in systemic medicaments;155;18
- - - - Contact allergens in topical medicaments;156;18
- - - - Deoxybarbiturates;157;18
- - - - Drugs primarily affecting the autonomic nervous system;158;18
- - - - Hormones and their synthetic substitutes and antagonists, not elsewhere classified;159;18
- - - - Hydantoin derivatives;160;18
- - - - Iminostilbenes;161;18
- - - - Lithium carbonate;162;18
- - - - Lymphatic system;163;18
- - - - Methylenedioxy methamphetamine [MDMA, Ecstasy];164;18
- - - - Methylphenidate;165;18
- - - - Mixed antiepileptics, not elsewhere classified;166;18
- - - - Monoamine-oxidase-inhibitor antidepressants;167;18
- - - - Opioid receptor antagonists;168;18
- - - - Opioids or related analgesics;169;18
- - - - Other and unspecified drugs, medicaments and biological substances;170;18
- - - - Other antidepressants;171;18
- - - - Other antipsychotics and neuroleptics;172;18
- - - - Other nonopioid analgesics and antipyretics, not elsewhere classified;173;18
- - - - Other nonsteroidal anti-inflammatory drugs [NSAID];174;18
- - - - Other psychodysleptics [hallucinogens];175;18
- - - - Other psychotropic drugs;176;18
- - - - Other salicylates;177;18
- - - - Other specified amphetamines;178;18
- - - - Other systemic anti-infectives and antiparasitics;179;18
- - - - Oxazolidinediones;180;18
- - - - Paracetamol (acetaminophen);181;18
- - - - Phenothiazine antipsychotics and neuroleptics;182;18
- - - - Photoallergens in fragrances;183;18
- - - - Photoallergens in medicaments;184;18
- - - - Photoallergens in plants or vegetable matter;185;18
- - - - Photoallergens in preservatives or biocides;186;18
- - - - Photoallergens in sunscreens;187;18
- - - - Protein allergens;188;18
- - - - Pyrazolone derivatives;189;18
- - - - Sedative-hypnotic drugs;190;18
- - - - Selective serotonin and norepinephrine reuptake inhibitors;191;18
- - - - Selective serotonin reuptake inhibitors;192;18
- - - - Succinimides;193;18
- - - - Synthetic cannabinoids;194;18
- - - - Systemic antibiotics;195;18
- - - - Tendons;196;18
- - - - Tetracyclic antidepressants;197;18
- - - - Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs;198;18
- - - - Tricyclic antidepressants;199;18
- - - - Unspecified antidepressant drugss;200;18
- - - - Unspecified antiepileptic and antiparkinson drugs;201;18
- - - - Unspecified nonopioid analgesic, antipyretic and antirheumatic;202;18
- - - - Unspecified psychodysleptics [hallucinogens];203;18
- - - - Unspecified psychostimulant drug;204;18
- - - - Unspecified psychotropic drug;205;18
- - - Acinar cell neoplasms, benign;206;18
- - - Acinar cell neoplasms, malignant;207;18
- - - Acinar cell neoplasms, uncertain whether benign or malignant;208;18
- - - Adenomas and adenocarcinomas, benign;209;18
- - - Adenomas and adenocarcinomas, in situ;210;18
- - - Adenomas and adenocarcinomas, malignant;211;18
- - - Adenomas and adenocarcinomas, uncertain whether benign or malignant;212;18
- - - Adnexal and skin appendage neoplasms, benign;213;18
- - - Adnexal and skin appendage neoplasms, malignant;214;18
- - - Adnexal and skin appendage neoplasms, uncertain whether benign or malignant;215;18
- - - Analgesics, antipyretics and anti-inflammatory drugs;216;18
- - - Antidepressants;217;18
- - - Antiepileptics and antiparkinsonism drugs;218;18
- - - Antipsychotics [neuroleptics];219;18
- - - Auditory system;220;18
- - - Bacteria;221;18
- - - Basal cell neoplasms, benign;222;18
- - - Basal cell neoplasms, malignant;223;18
- - - Basal cell neoplasms, uncertain whether benign or malignant;224;18
- - - Blood vessel tumours, benign;225;18
- - - Blood vessel tumours, malignant;226;18
- - - Blood vessel tumours, uncertain whether benign or malignant;227;18
- - - Body Cavities;228;18
- - - Body Organ;229;18
- - - Body Tissues;230;18
- - - Cannabinoids & hallucinogens;231;18
- - - Carbon monoxide;232;18
- - - Chronic myeloproliferative disorders, malignant;233;18
- - - Circulatory system;234;18
- - - Complex epithelial neoplasms, benign;235;18
- - - Complex epithelial neoplasms, malignant;236;18
- - - Complex mixed and stromal neoplasms, benign;237;18
- - - Complex mixed and stromal neoplasms, malignant;238;18
- - - Complex mixed and stromal neoplasms, uncertain whether benign or malignant;239;18
- - - Context of assault and maltreatment;240;18
- - - Corrosive substance;241;18
- - - Counterpart in land transport crash;242;18
- - - Course;243;18
- - - Cystic, mucinous and serous neoplasms, benign;244;18
- - - Cystic, mucinous and serous neoplasms, in situ;245;18
- - - Cystic, mucinous and serous neoplasms, malignant;246;18
- - - Cystic, mucinous and serous neoplasms, uncertain whether benign or malignant;247;18
- - - Digestive system;248;18
- - - Ductal and lobular neoplasms, benign;249;18
- - - Ductal and lobular neoplasms, in situ;250;18
- - - Ductal and lobular neoplasms, malignant;251;18
- - - Economic activity;252;18
- - - Endocrine system;253;18
- - - Environmental countermeasures in sport or exercise;254;18
- - - Epithelial neoplasms, benign;255;18
- - - Epithelial neoplasms, in situ;256;18
- - - Epithelial neoplasms, malignant;257;18
- - - Epithelial neoplasms, uncertain whether benign or malignant;258;18
- - - Fibroepithelial neoplasms, benign;259;18
- - - Fibroepithelial neoplasms, malignant;260;18
- - - Fibroepithelial neoplasms, uncertain whether benign or malignant;261;18
- - - Fibromatous neoplasms, benign;262;18
- - - Fibromatous neoplasms, malignant;263;18
- - - Fibromatous neoplasms, uncertain whether benign or malignant;264;18
- - - Fungi;265;18
- - - Gender of perpetrator;266;18
- - - Genitourinary system;267;18
- - - Germ cell neoplasms, benign;268;18
- - - Germ cell neoplasms, in situ;269;18
- - - Germ cell neoplasms, malignant;270;18
- - - Germ cell neoplasms, uncertain whether benign or malignant;271;18
- - - Giant cell tumours, benign;272;18
- - - Giant cell tumours, malignant;273;18
- - - Gliomas, benign;274;18
- - - Gliomas, malignant;275;18
- - - Gliomas, uncertain whether benign or malignant;276;18
- - - Granular cell tumours and alveolar soft part sarcomas, benign;277;18
- - - Granular cell tumours and alveolar soft part sarcomas, malignant;278;18
- - - Haematopoietic system;279;18
- - - Halogen derivatives of aliphatic and aromatic hydrocarbons;280;18
- - - Helminths;281;18
- - - High molecular weight allergens;282;18
- - - Immune system;283;18
- - - Immunoproliferative diseases, malignant;284;18
- - - Immunoproliferative diseases, uncertain whether benign or malignant;285;18
- - - Integumentary system;286;18
- - - leukaemias, NOS, malignant;287;18
- - - Lice & Mites;288;18
- - - Lipomatous neoplasms, benign;289;18
- - - Lipomatous neoplasms, malignant;290;18
- - - Lipomatous neoplasms, uncertain whether benign or malignant;291;18
- - - Low molecular weight haptens;292;18
- - - Low molecular weight photohaptens;293;18
- - - Lymphatic vessel tumours, benign;294;18
- - - Lymphatic vessel tumours, malignant;295;18
- - - Lymphatic vessel tumours, uncertain whether benign or malignant;296;18
- - - Lymphoid leukaemias, malignant;297;18
- - - Mast cell tumours, malignant;298;18
- - - Mast cell tumours, uncertain whether benign or malignant;299;18
- - - Meningiomas, benign;300;18
- - - Meningiomas, malignant;301;18
- - - Meningiomas, uncertain whether benign or malignant;302;18
- - - Mesonephromas, benign;303;18
- - - Mesonephromas, malignant;304;18
- - - Mesonephromas, uncertain whether benign or malignant;305;18
- - - Mesothelial neoplasms, benign;306;18
- - - Mesothelial neoplasms, malignant;307;18
- - - Mesothelial neoplasms, uncertain whether benign or malignant;308;18
- - - Miscellaneous bone tumours, benign;309;18
- - - Miscellaneous bone tumours, malignant;310;18
- - - Miscellaneous tumours, benign;311;18
- - - Miscellaneous tumours, malignant;312;18
- - - Miscellaneous tumours, uncertain whether benign or malignant;313;18
- - - Mode of transport of person injured in transport event;314;18
- - - Mucoepidermoid neoplasms, malignant;315;18
- - - Mucoepidermoid neoplasms, uncertain whether benign or malignant;316;18
- - - Musculoskeletal system;317;18
- - - Myelodysplastic syndromes, malignant;318;18
- - - Myeloid leukaemias, malignant;319;18
- - - Myeloid leukaemias, uncertain whether benign or malignant;320;18
- - - Myomatous neoplasms, benign;321;18
- - - Myomatous neoplasms, malignant;322;18
- - - Myomatous neoplasms, uncertain whether benign or malignant;323;18
- - - Myxomatous neoplasms, benign;324;18
- - - Myxomatous neoplasms, malignant;325;18
- - - Neoplasms of histiocytes and accessory lymphoid cells, malignant;326;18
- - - Neoplasms of histiocytes and accessory lymphoid cells, uncertain whether benign or malignant;327;18
- - - Nerve sheath tumours, benign;328;18
- - - Nerve sheath tumours, malignant;329;18
- - - Nerve sheath tumours, uncertain whether benign or malignant;330;18
- - - Nervous system;331;18
- - - Neuroepitheliomatous neoplasms, benign;332;18
- - - Neuroepitheliomatous neoplasms, malignant;333;18
- - - Neuroepitheliomatous neoplasms, uncertain whether benign or malignant;334;18
- - - Nevi and melanomas, benign;335;18
- - - Nevi and melanomas, in situ;336;18
- - - Nevi and melanomas, malignant;337;18
- - - Nevi and melanomas, uncertain whether benign or malignant;338;18
- - - Non-hodgkin lymphomas;339;18
- - - Occupation;340;18
- - - Odontogenic tumours, benign;341;18
- - - Odontogenic tumours, malignant;342;18
- - - Onset;343;18
- - - Opioids;344;18
- - - Organic solvent;345;18
- - - Osseous and chondromatous neoplasms, benign;346;18
- - - Osseous and chondromatous neoplasms, malignant;347;18
- - - Osseous and chondromatous neoplasms, uncertain whether benign or malignant;348;18
- - - Other drugs;349;18
- - - Other haematologic disorders, malignant;350;18
- - - Other haematologic disorders, uncertain whether benign or malignant;351;18
- - - Other Infectious Agents;352;18
- - - Other leukaemias, malignant;353;18
- - - Other mechanisms of transport injury without counterpart;354;18
- - - Other Parasites;355;18
- - - Other substances;356;18
- - - Paragangliomas and glomus tumours, benign;357;18
- - - Paragangliomas and glomus tumours, malignant;358;18
- - - Paragangliomas and glomus tumours, uncertain whether benign or malignant;359;18
- - - Part of place;360;18
- - - Pattern, Activity, or Clinical Status;361;18
- - - Perperator-victim relationship;362;18
- - - Personal countermeasures in sport or exercise;363;18
- - - Pesticide;364;18
- - - Phase of sport or exercise activity;365;18
- - - Previous non-fatal intentional self harm;366;18
- - - Protozoa;367;18
- - - Proximal risk-factors for intentional self-harm;368;18
- - - Psychostimulants;369;18
- - - Respiratory system;370;18
- - - Role of injured person in armed conflict;371;18
- - - Sedative hypnotic drugs & other CNS depressants;372;18
- - - Soft tissue tumours and sarcomas, NOS, benign;373;18
- - - Soft tissue tumours and sarcomas, NOS, uncertain whether benign or malignant;374;18
- - - Specialized gonadal neoplasms, benign;375;18
- - - Specialized gonadal neoplasms, malignant;376;18
- - - Specialized gonadal neoplasms, uncertain whether benign or malignant;377;18
- - - Squamous cell neoplasms, benign;378;18
- - - Squamous cell neoplasms, in situ;379;18
- - - Squamous cell neoplasms, malignant;380;18
- - - Synovial-like neoplasms, benign;381;18
- - - Synovial-like neoplasms, malignant;382;18
- - - Thymic epithelial neoplasms, benign;383;18
- - - Thymic epithelial neoplasms, malignant;384;18
- - - Thymic epithelial neoplasms, uncertain whether benign or malignant;385;18
- - - Transitional cell papillomas and carcinomas, benign;386;18
- - - Transitional cell papillomas and carcinomas, in situ;387;18
- - - Transitional cell papillomas and carcinomas, malignant;388;18
- - - Transitional cell papillomas and carcinomas, uncertain whether benign or malignant;389;18
- - - Trophoblastic neoplasms, benign;390;18
- - - Trophoblastic neoplasms, malignant;391;18
- - - Trophoblastic neoplasms, uncertain whether benign or malignant;392;18
- - - Type of armed conflict;393;18
- - - Type of place;394;18
- - - Type of sport or exercise activity;395;18
- - - Vehicle user role of person injured in transport event;396;18
- - - Virus;397;18
- - - Visual system;398;18
- - - Walls in the Body;399;18
- - Acinar cell neoplasms;400;18
- - Activity when injured;401;18
- - Additional aspects of mechanism;402;18
- - Adenomas and adenocarcinomas;403;18
- - Adnexal and skin appendage neoplasms;404;18
- - Alcohol use in injury event;405;18
- - Allergens;406;18
- - Aspects of armed conflict;407;18
- - Aspects of assault and maltreatment;408;18
- - Aspects of intentional self-harm events;409;18
- - Aspects of occupational injury events;410;18
- - Aspects of place of injury occurrence;411;18
- - Aspects of sports injury events;412;18
- - Aspects of transport injury events;413;18
- - Assistive Devices;414;18
- - Basal cell neoplasms;415;18
- - Blood vessel tumours;416;18
- - Causality;417;18
- - Chemicals;418;18
- - Chronic myeloproliferative disorders;419;18
- - Clinical Staging Scale Value;420;18
- - Complex epithelial neoplasms;421;18
- - Complex mixed and stromal neoplasms;422;18
- - Course of the Condition;423;18
- - Cystic, mucinous and serous neoplasms;424;18
- - Diagnosis certainty;425;18
- - Diagnosis method of confirmation;426;18
- - Diagnosis timing;427;18
- - Diagnosis timing in relation to surgical procedure;428;18
- - Dimensions of Burns;429;18
- - Discharge diagnosis types;430;18
- - Distribution;431;18
- - Ductal and lobular neoplasms;432;18
- - Duration of pregnancy;433;18
- - Epithelial neoplasms, NOS;434;18
- - Fibroepithelial neoplasms;435;18
- - Fibromatous neoplasms;436;18
- - Fracture types;437;18
- - Functional anatomy;438;18
- - GCS Eye opening score;439;18
- - GCS Motor score;440;18
- - GCS Verbal score;441;18
- - Germ cell neoplasms;442;18
- - Giant cell tumours;443;18
- - Gliomas;444;18
- - Grading Scale Value;445;18
- - Granular cell tumours and alveolar soft part sarcomas;446;18
- - Histological Grading Scale Value;447;18
- - Hodgkin and non-Hodgkin lymphomas;448;18
- - Immunoproliferative diseases;449;18
- - Infectious Agents;450;18
- - Joint involvement in fracture;451;18
- - Laterality;452;18
- - Leukaemias;453;18
- - Lipomatous neoplasms;454;18
- - Lymphatic vessel tumours;455;18
- - Mast cell tumours;456;18
- - Medical Devices;457;18
- - Medicaments;458;18
- - Meningiomas;459;18
- - Mesonephromas;460;18
- - Mesothelial neoplasms;461;18
- - Mild Moderate Severe Scale Value;462;18
- - Miscellaneous bone tumours;463;18
- - Miscellaneous tumours;464;18
- - Mucoepidermoid neoplasms;465;18
- - Myelodysplastic syndromes;466;18
- - Myomatous neoplasms;467;18
- - Myxomatous neoplasms;468;18
- - Neoplasms of histiocytes and accessory lymphoid cells;469;18
- - Nerve sheath tumours;470;18
- - Neuroepitheliomatous neoplasms;471;18
- - Nevi and melanomas;472;18
- - Objects or living things involved in causing injury;473;18
- - Obstetrical diagnosis timing;474;18
- - Odontogenic tumours;475;18
- - Osseous and chondromatous neoplasms;476;18
- - Other haematologic disorders;477;18
- - Paragangliomas and glomus tumours;478;18
- - Partonomic view;479;18
- - Phase Scale Value;480;18
- - Plasma cell tumours;481;18
- - Problem Scale Value;482;18
- - Psychoactive drug use in injury event;483;18
- - Pupil reaction score;484;18
- - Regional;485;18
- - Relational;486;18
- - Soft tissue tumours and sarcomas, NOS;487;18
- - Specialized gonadal neoplasms;488;18
- - Squamous cell neoplasms;489;18
- - Surface topography;490;18
- - Synovial-like neoplasms;491;18
- - Thymic epithelial neoplasms;492;18
- - Time in Life;493;18
- - Transitional cell papillomas and carcinomas;494;18
- - Trophoblastic neoplasms;495;18
- - Tumor spread staging scale value;496;18
- - Tumour spread simplified scale value;497;18
- - Type of legal intervention;498;18
- - Types of superficial injuries;499;18
- - Whether fracture is open or closed;500;18
- Capacity or context;501;18
L1-1B7- Pyogenic bacterial infections of the skin or subcutaneous tissues;502;2
L1-1B9- Certain zoonotic bacterial diseases;503;2
L1-1C1- Other bacterial diseases;504;2
L1-1C6- Human immunodeficiency virus disease;505;2
L1-1C8- Viral infections of the central nervous system;506;2
L1-1D0- Non-viral and unspecified infections of the central nervous system;507;2
L1-1D2- Dengue;508;2
L1-1D4- Certain arthropod-borne viral fevers;509;2
L1-1D6- Certain zoonotic viral diseases;510;2
L1-1D8- Certain other viral diseases;511;2
L1-1E3- Influenza;512;2
L1-1E5- Viral hepatitis;513;2
L1-1F2- Mycoses;514;2
L1-1G4- Sepsis;515;2
L1-1G8- Sequelae of infectious diseases;516;2
L1-2A0- Neoplasms of brain or central nervous system;517;23
L1-2E6- In situ neoplasms, except of lymphoid, haematopoietic, central nervous system or related tissues;518;23
L1-2F7- Neoplasms of uncertain behaviour, except of lymphoid, haematopoietic, central nervous system or related tissues;519;23
L1-2F9- Neoplasms of unknown behaviour, except of lymphoid, haematopoietic, central nervous system or related tissues;520;23
L1-3B8- Diseases of spleen;521;6
L1-4A0- Primary immunodeficiencies;522;11
L1-4A4- Nonorgan specific systemic autoimmune disorders;523;11
L1-4A6- Autoinflammatory disorders;524;11
L1-4A8- Allergic or hypersensitivity conditions;525;11
L1-4B0- Immune system disorders involving white cell lineages;526;11
L1-4B2- Certain disorders involving the immune system;527;11
L1-5D4- Postprocedural endocrine or metabolic disorders;528;17
L1-6A0- Neurodevelopmental disorders;529;22
L1-6A2- Schizophrenia or other primary psychotic disorders;530;22
L1-6A4- Catatonia;531;22
L1-6B0- Anxiety or fear-related disorders;532;22
L1-6B2- Obsessive-compulsive or related disorders;533;22
L1-6B4- Disorders specifically associated with stress;534;22
L1-6B6- Dissociative disorders;535;22
L1-6B8- Feeding or eating disorders;536;22
L1-6C0- Elimination disorders;537;22
L1-6C2- Disorders of bodily distress or bodily experience;538;22
L1-6C7- Impulse control disorders;539;22
L1-6C9- Disruptive behaviour or dissocial disorders;540;22
L1-6D1- Personality disorders and related traits;541;22
L1-6D3- Paraphilic disorders;542;22
L1-6D5- Factitious disorders;543;22
L1-6D7- Neurocognitive disorders;544;22
L1-6E2- Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium;545;22
L1-6E6- Secondary mental or behavioural syndromes associated with disorders or diseases classified elsewhere;546;22
L1-7A0- Insomnia disorders;547;25
L1-7A2- Hypersomnolence disorders;548;25
L1-7A4- Sleep-related breathing disorders;549;25
L1-7A6- Circadian rhythm sleep-wake disorders;550;25
L1-7A8- Sleep-related movement disorders;551;25
L1-7B0- Parasomnia disorders;552;25
L1-8A0- Movement disorders;553;13
L1-8A2- Disorders with neurocognitive impairment as a major feature;554;13
L1-8A4- Multiple sclerosis or other white matter disorders;555;13
L1-8A6- Epilepsy or seizures;556;13
L1-8A8- Headache disorders;557;13
L1-8B4- Spinal cord disorders excluding trauma;558;13
L1-8B6- Motor neuron diseases or related disorders;559;13
L1-8D2- Cerebral palsy;560;13
L1-8D4- Nutritional or toxic disorders of the nervous system;561;13
L1-8D6- Disorders of cerebrospinal fluid pressure or flow;562;13
L1-8D8- Disorders of autonomic nervous system;563;13
L1-8E0- Human prion diseases;564;13
L1-8E2- Disorders of consciousness;565;13
L1-8E4- Other disorders of the nervous system;566;13
L1-8E6- Postprocedural disorders of the nervous system;567;13
L1-9C2- Disorders of the eyeball affecting both anterior and posterior segments;568;16
L1-9C4- Disorders of the visual pathways or centres;569;16
L1-9C6- Glaucoma or glaucoma suspect;570;16
L1-9C8- Strabismus or ocular motility;571;16
L1-9D0- Disorders of refraction or accommodation;572;16
L1-9D2- Postprocedural disorders of eye or ocular adnexa;573;16
L1-9D4- Impairment of visual functions;574;16
L1-9D9- Vision impairment;575;16
L1-AB3- Diseases of inner ear;576;9
L1-AB5- Disorders with hearing impairment;577;9
L1-AB7- Disorders of ear, not elsewhere classified;578;9
L1-AB9- Postprocedural disorders of ear or mastoid process;579;9
L1-BA0- Hypertensive diseases;580;7
L1-BA2- Hypotension;581;7
L1-BA8- Diseases of coronary artery;582;7
L1-BB0- Pulmonary heart disease or diseases of pulmonary circulation;583;7
L1-BB2- Pericarditis;584;7
L1-BB4- Acute or subacute endocarditis;585;7
L1-BC4- Diseases of the myocardium or cardiac chambers;586;7
L1-BC6- Cardiac arrhythmia;587;7
L1-BD1 Heart Failure;588;7
L1-BD3- Diseases of arteries or arterioles;589;7
L1-BD7- Diseases of veins;590;7
L1-BD9- Disorders of lymphatic vessels or lymph nodes;591;7
L1-BE1- Postprocedural disorders of circulatory system;592;7
L1-CA0- Upper respiratory tract disorders;593;14
L1-CA2- Certain lower respiratory tract diseases;594;14
L1-CA4- Lung infections;595;14
L1-CA6- Lung diseases due to external agents;596;14
L1-CB0- Respiratory diseases principally affecting the lung interstitium;597;14
L1-CB2- Pleural, diaphragm or mediastinal disorders;598;14
L1-CB6- Postprocedural disorders of the respiratory system;599;14
L1-DA0- Diseases or disorders of orofacial complex;600;8
L1-DA2- Diseases of oesophagus;601;8
L1-DA9- Diseases of small intestine;602;8
L1-DB1- Diseases of appendix;603;8
L1-DB3- Diseases of large intestine;604;8
L1-DB9- Diseases of liver;605;8
L1-DC1- Diseases of gallbladder or biliary tract;606;8
L1-DC3- Diseases of pancreas;607;8
L1-DC5- Diseases of peritoneum;608;8
L1-DD3- Ischaemic vascular disorders of intestine;609;8
L1-DD5- Hernias;610;8
L1-DD7- Inflammatory bowel diseases;611;8
L1-DD9- Functional gastrointestinal disorders;612;8
L1-DE1- Postprocedural disorders of digestive system;613;8
L1-EB9- Metabolic and nutritional disorders affecting the skin;614;15
L1-EK7- Benign proliferations, neoplasms and cysts of the skin;615;15
L1-EK9- Disorders of the skin of uncertain or unpredictable malignant potential;616;15
L1-EL5- Postprocedural disorders of the skin;617;15
